# # om_m, om_b, H, ns, As
0.7484 0.9161 0.3842 0.4591 0.9012 0.2092 0.8942 0.0855 0.0549 0.8458 0.9808 0.0522 0.2828
0.8743 0.0495 0.2543 0.5695 0.9531 0.4642 0.7468 0.9168 0.8507 0.2005 0.1039 0.5947 0.3941
0.7687 0.0329 0.0707 0.4890 0.3551 0.0193 0.0637 0.7337 0.6499 0.1816 0.0083 0.3013 0.5219
0.8422 0.0767 0.4756 0.1736 0.5019 0.6265 0.9048 0.0685 0.3474 0.0041 0.6406 0.3686 0.1351
0.1324 0.1877 0.4742 0.4153 0.0249 0.9401 0.9655 0.4141 0.4427 0.0829 0.7285 0.7252 0.5558
0.6297 0.1127 0.4264 0.3681 0.7645 0.3018 0.1675 0.7411 0.0843 0.5803 0.3349 0.7121 0.0744
0.0324 0.0402 0.1482 0.3344 0.7098 0.8643 0.1407 0.3316 0.9298 0.5959 0.3266 0.5649 0.0354
0.8826 0.1502 0.9753 0.0633 0.4919 0.8050 0.7888 0.5076 0.0095 0.5880 0.4065 0.3629 0.6576
0.0655 0.6282 0.0839 0.5888 0.5975 0.7400 0.8417 0.5864 0.5442 0.3534 0.3683 0.1984 0.0441
0.9745 0.8597 0.8422 0.6211 0.3928 0.8513 0.0025 0.4314 0.1615 0.9149 0.8517 0.6540 0.7127
0.1030 0.3831 0.9033 0.9792 0.2551 0.3961 0.0451 0.4368 0.6969 0.7404 0.1863 0.4043 0.7080
0.3428 0.0863 0.0640 0.6761 0.9101 0.6434 0.3766 0.7849 0.3341 0.7003 0.2438 0.3749 0.6650
0.4473 0.6844 0.5134 0.1795 0.6125 0.4723 0.1837 0.8171 0.1431 0.4697 0.4046 0.0033 0.1287
0.7090 0.7294 0.5403 0.4381 0.2478 0.3168 0.2621 0.0741 0.8703 0.3770 0.0926 0.4082 0.3700
0.0395 0.2581 0.2759 0.4439 0.9168 0.1563 0.0545 0.9122 0.4715 0.3711 0.1373 0.3390 0.8298
0.9657 0.3005 0.0364 0.1298 0.8870 0.9496 0.1792 0.2499 0.9378 0.1978 0.5950 0.4830 0.7901
0.3999 0.4477 0.6330 0.9484 0.4188 0.8978 0.8214 0.5771 0.3877 0.7812 0.1347 0.3502 0.1999
0.1356 0.6571 0.4647 0.9384 0.5364 0.8353 0.4780 0.4047 0.5980 0.1707 0.4828 0.7420 0.2033
0.3545 0.0266 0.1267 0.0375 0.8712 0.6772 0.4872 0.6231 0.1823 0.5406 0.1510 0.5373 0.4950
0.1157 0.3567 0.5637 0.5442 0.8791 0.1088 0.1174 0.8077 0.7510 0.1448 0.4276 0.6299 0.1589
0.0575 0.8441 0.8164 0.4099 0.6566 0.0478 0.2661 0.8242 0.3226 0.6160 0.5769 0.5599 0.7739
0.8115 0.7431 0.2829 0.7102 0.4597 0.1242 0.7547 0.9297 0.4247 0.2761 0.3905 0.9152 0.6479
0.3595 0.9511 0.3461 0.5293 0.6659 0.0702 0.7849 0.3691 0.3671 0.1780 0.1198 0.7056 0.0801
0.7504 0.2331 0.1594 0.9406 0.4950 0.5145 0.4400 0.6526 0.9000 0.5154 0.2268 0.1577 0.3017
0.0784 0.2975 0.9617 0.8442 0.6245 0.0577 0.4988 0.9886 0.4798 0.2956 0.2313 0.8938 0.6287
0.9950 0.7140 0.7183 0.3600 0.5770 0.7085 0.3456 0.4089 0.7404 0.8742 0.0887 0.4128 0.3300
0.8209 0.3476 0.2231 0.6977 0.1098 0.9267 0.6182 0.6367 0.7957 0.6549 0.2105 0.7547 0.5734
0.7405 0.5696 0.4184 0.4635 0.0386 0.9657 0.5318 0.8558 0.9760 0.4732 0.6278 0.7855 0.2138
0.7629 0.2541 0.1189 0.0947 0.3381 0.3236 0.0823 0.8696 0.7020 0.7796 0.9335 0.0480 0.7633
0.2235 0.0942 0.6925 0.7661 0.7207 0.4533 0.2072 0.2748 0.8234 0.9788 0.2738 0.2592 0.1110
0.8531 0.9321 0.3889 0.3548 0.6817 0.1971 0.2511 0.1647 0.3285 0.7122 0.8331 0.5345 0.2480
0.9897 0.6438 0.2977 0.6875 0.4867 0.5381 0.5659 0.1485 0.5730 0.8417 0.2171 0.9338 0.9994
0.7205 0.1982 0.7883 0.1660 0.8843 0.6932 0.8063 0.3394 0.2029 0.3290 0.2060 0.1437 0.8057
0.6811 0.9420 0.4037 0.2846 0.8259 0.1840 0.9078 0.7771 0.9460 0.6042 0.5691 0.0264 0.3597
0.7340 0.8777 0.6851 0.8489 0.2806 0.7453 0.0369 0.7212 0.7680 0.0244 0.6040 0.5650 0.0201
0.2310 0.9205 0.8594 0.7296 0.2062 0.6590 0.4379 0.2609 0.1322 0.4527 0.7585 0.6669 0.6008
0.2526 0.9883 0.8238 0.2555 0.9595 0.9928 0.2482 0.9793 0.4293 0.1871 0.6825 0.4603 0.1011
0.5723 0.8054 0.6794 0.9538 0.8036 0.2110 0.6625 0.3174 0.2700 0.2456 0.1565 0.3247 0.5761
0.0707 0.6476 0.8637 0.6552 0.1486 0.3596 0.2255 0.5988 0.3170 0.3374 0.5547 0.9855 0.5816
0.3035 0.5517 0.1134 0.3054 0.4322 0.8254 0.8976 0.9930 0.8843 0.8022 0.9689 0.8320 0.7434
0.8073 0.8469 0.1076 0.0523 0.1236 0.1138 0.8511 0.7992 0.3029 0.6441 0.5030 0.0636 0.6543
0.4513 0.5821 0.9430 0.8947 0.6517 0.2886 0.4611 0.7875 0.5462 0.6128 0.4403 0.6345 0.4019
0.9595 0.0215 0.8470 0.3786 0.6155 0.7965 0.5016 0.9743 0.2122 0.9543 0.2967 0.8230 0.3102
0.0934 0.7506 0.7241 0.8572 0.8322 0.0913 0.0270 0.1929 0.5897 0.3877 0.9646 0.7737 0.2957
0.0817 0.5295 0.1926 0.8253 0.8614 0.9349 0.4183 0.8421 0.9191 0.3139 0.8016 0.7045 0.4714
0.3607 0.7550 0.6582 0.8877 0.2280 0.6613 0.4525 0.1821 0.2273 0.7703 0.3862 0.0206 0.9398
