1.000000000000000048e-04 1.000000001534338878e+00
1.019406140805150109e-04 9.999999934689181025e-01
1.039188879911249439e-04 1.000000004553545319e+00
1.059355525637953327e-04 1.000000048533424390e+00
1.079913528131197194e-04 1.000000006477004932e+00
1.100870482115497612e-04 1.000000005140354808e+00
1.122234129699664369e-04 9.999999965499505317e-01
1.144012363236962261e-04 1.000000007437403804e+00
1.166213228240771290e-04 9.999999837183438656e-01
1.188844926356840320e-04 9.999999951127745978e-01
1.211915818393209307e-04 1.000000000173393744e+00
1.235434427408936629e-04 1.000000001663394089e+00
1.259409441862764493e-04 1.000000016641777290e+00
1.283849718822888629e-04 9.999999776975448951e-01
1.308764287239017965e-04 1.000000001053898080e+00
1.334162351277930203e-04 9.999999700681826420e-01
1.360053293723759952e-04 9.999999793503343559e-01
1.386446679444271136e-04 9.999999745659203798e-01
1.413352258924399543e-04 9.999999752190530389e-01
1.440779971868363289e-04 9.999999773555167115e-01
1.468739950871682384e-04 9.999999868022465543e-01
1.497242525164447439e-04 9.999999773574070883e-01
1.526298224427247283e-04 1.000000012475139588e+00
1.555917782681132935e-04 9.999999812356112905e-01
1.586112142253079740e-04 1.000000001778972525e+00
1.616892457818401281e-04 1.000000004944993748e+00
1.648270100521610478e-04 9.999999845393325870e-01
1.680256662177251705e-04 1.000000014936065051e+00
1.712863959552254889e-04 1.000000008622598635e+00
1.746104038731392609e-04 9.999999904120394634e-01
1.779989179567455411e-04 9.999999858767785188e-01
1.814531900217784897e-04 1.000000003809554228e+00
1.849744961768847839e-04 1.000000006948964737e+00
1.885641372950552948e-04 1.000000011088036267e+00
1.922234394942045851e-04 1.000000010773704595e+00
1.959537546270795599e-04 9.999999991711828740e-01
1.997564607806704990e-04 1.000000033886269124e+00
2.036329627853186242e-04 1.000000001707568531e+00
2.075846927337003959e-04 1.000000015150039001e+00
2.116131105098844006e-04 1.000000012112779002e+00
2.157197043286549821e-04 1.000000016586337193e+00
2.199059912853022184e-04 1.000000037902247563e+00
2.241735179160808818e-04 1.000000042631126629e+00
2.285238607695461968e-04 1.000000012516688130e+00
2.329586269889765131e-04 9.999999985767972221e-01
2.374794549060990309e-04 1.000000019521143590e+00
2.420880146463370711e-04 9.999999989682785140e-01
2.467860087458031049e-04 9.999999919546070926e-01
2.515751727802654396e-04 9.999999961435669382e-01
2.564572760063192278e-04 1.000000017542608033e+00
2.614341220150030861e-04 9.999999964474193259e-01
2.665075493980969775e-04 9.999999979543823247e-01
2.716794324273519409e-04 1.000000001916314440e+00
2.769516817469004134e-04 9.999999768468175176e-01
2.823262450791038823e-04 9.999999768496714569e-01
2.878051079440982398e-04 1.000000022085103080e+00
2.933902943933028480e-04 9.999999812343497441e-01
2.990838677571637147e-04 1.000000007718041539e+00
3.048879314074081194e-04 9.999999941821280380e-01
3.108046295340912259e-04 1.000000012588343701e+00
3.168361479377222669e-04 9.999999921202915587e-01
3.229847148367634142e-04 9.999999951202769299e-01
3.292526016907965092e-04 9.999999863240255360e-01
3.356421240396704445e-04 1.000000017437299604e+00
3.421556423589239390e-04 1.000000006514406570e+00
3.487955629318178021e-04 9.999999704034077119e-01
3.555643387382842208e-04 9.999999849383358619e-01
3.624644703611294445e-04 9.999999977125184625e-01
3.694985069098216863e-04 9.999999947229020192e-01
3.766690469622063623e-04 9.999999859617421105e-01
3.839787395244966418e-04 9.999999830993645533e-01
3.914302850098930848e-04 9.999999787363677006e-01
3.990264362361950869e-04 9.999999865689898071e-01
4.067699994427718914e-04 1.000000001864323140e+00
4.146638353272696052e-04 9.999999998177409033e-01
4.227108601024336890e-04 9.999999886361863322e-01
4.309140465734480753e-04 1.000000000780824516e+00
4.392764252361694107e-04 1.000000009541999635e+00
4.478010853966854412e-04 1.000000002029468149e+00
4.564911763125925680e-04 1.000000008757726766e+00
4.653499083564233293e-04 9.999999944274716723e-01
4.743805542016517416e-04 1.000000001552316053e+00
4.835864500317141389e-04 1.000000009618157604e+00
4.929709967724922549e-04 1.000000036791190983e+00
5.025376613487144567e-04 1.000000004260425346e+00
5.122899779647383531e-04 1.000000000741090078e+00
5.222315494101892807e-04 9.999999955565304077e-01
5.323660483909356186e-04 9.999999952138757253e-01
5.426972188858909373e-04 1.000000004509543405e+00
5.532288775301544542e-04 9.999999932098653233e-01
5.639649150249797464e-04 1.000000002036283364e+00
5.749092975751190267e-04 9.999999912294667004e-01
5.860660683540516898e-04 1.000000006205804537e+00
5.974393489976511555e-04 1.000000006320133972e+00
6.090333411268366659e-04 9.999999770558892775e-01
6.208523278997751197e-04 9.999999895215462287e-01
6.329006755942033447e-04 1.000000018787518430e+00
6.451828352204590960e-04 9.999999902590562817e-01
6.577033441658131866e-04 1.000000006633677829e+00
6.704668278707130507e-04 1.000000001824538076e+00
6.834780015375550811e-04 1.000000006544379927e+00
6.967416718726147972e-04 1.000000009789215660e+00
7.102627388617911101e-04 9.999999964443335720e-01
7.240461975807946067e-04 9.999999991180456016e-01
7.380971400404810062e-04 9.999999930075411658e-01
7.524207570679850802e-04 1.000000002930866660e+00
7.670223402243639974e-04 9.999999888873497556e-01
7.819072837594537393e-04 9.999999875525603654e-01
7.970810866046621835e-04 9.999999939844127494e-01
8.125493544044342688e-04 9.999999987880566765e-01
8.283178015871404867e-04 9.999999864638221547e-01
8.443922534761528435e-04 9.999999734986280142e-01
8.607786484418890284e-04 9.999999813973934337e-01
8.774830400956200489e-04 9.999999953144075304e-01
8.945115995258458123e-04 9.999999980478708750e-01
9.118706175780854142e-04 1.000000003616886124e+00
9.295665071788839027e-04 9.999999989165784253e-01
9.476058057049498249e-04 1.000000011981386994e+00
9.659951773982377926e-04 1.000000039007876707e+00
9.847414158279238754e-04 1.000000039286498943e+00
1.003851446400143461e-03 1.000000067255281122e+00
1.023332328916438201e-03 1.000001754439468815e+00
1.043191260181852579e-03 1.000006756728157642e+00
1.063435576663643647e-03 1.000015077364915017e+00
1.084072757201584147e-03 1.000026711309548233e+00
1.105110425770865473e-03 1.000041714160194051e+00
1.126556354298615314e-03 1.000060022571959806e+00
1.148418465535069703e-03 1.000081668648187039e+00
1.170704835980478694e-03 1.000106660808649073e+00
1.193423698868784771e-03 1.000134942518002168e+00
1.216583447209236687e-03 1.000166593290426231e+00
1.240192636886992784e-03 1.000201511692360379e+00
1.264259989823933320e-03 1.000239810225936887e+00
1.288794397200774232e-03 1.000281445851517681e+00
1.313804922741740886e-03 1.000326379123314346e+00
1.339300806062966457e-03 1.000374669956078266e+00
1.365291466085875437e-03 1.000426276491557465e+00
1.391786504516807563e-03 1.000481181786834428e+00
1.418795709394168447e-03 1.000539457971830526e+00
1.446329058704415998e-03 1.000601028208591758e+00
1.474396724068212502e-03 1.000665971290938927e+00
1.503009074498133603e-03 1.000734214074866957e+00
1.532176680229261267e-03 1.000805793310167280e+00
1.561910316624159304e-03 1.000880698746186237e+00
1.592220968153582571e-03 1.000958939342219578e+00
1.623119832454485026e-03 1.001040493634161477e+00
1.654618324466728286e-03 1.001125392594169439e+00
1.686728080650111124e-03 1.001213603273382491e+00
1.719460963283207669e-03 1.001305138220261570e+00
1.752829064845640595e-03 1.001400025677322780e+00
1.786844712485394573e-03 1.001498257404609404e+00
1.821520472572824055e-03 1.001599782385572013e+00
1.856869155343037620e-03 1.001704628600484925e+00
1.892903819628362827e-03 1.001812802925722945e+00
1.929637777682679210e-03 1.001924330021711995e+00
1.967084600099323986e-03 1.002039179654957479e+00
2.005258120824496022e-03 1.002157321113847921e+00
2.044172442267884558e-03 1.002278817543990952e+00
2.083841940512544920e-03 1.002403587334162571e+00
2.124281270625808220e-03 1.002531758915238713e+00
2.165505372073316028e-03 1.002663173080568848e+00
2.207529474238079537e-03 1.002797968580561472e+00
2.250369102046662680e-03 1.002936040462756528e+00
2.294040081704539196e-03 1.003077456139306767e+00
2.338558546542755627e-03 1.003222186816062900e+00
2.383940942978051303e-03 1.003370225674728999e+00
2.430204036588645353e-03 1.003521553971268077e+00
2.477364918307931561e-03 1.003676298843222847e+00
2.525441010738351411e-03 1.003834207888050223e+00
2.574450074587843109e-03 1.003995498753109006e+00
2.624410215231121318e-03 1.004160072818890637e+00
2.675339889398373194e-03 1.004327966724409382e+00
2.727257911993672714e-03 1.004499174675441475e+00
2.780183463045781712e-03 1.004673591635858454e+00
2.834136094793797932e-03 1.004851461634514553e+00
2.889135738910324127e-03 1.005032514128127108e+00
2.945202713864809342e-03 1.005216950363617689e+00
3.002357732429779789e-03 1.005404533727968230e+00
3.060621909332743133e-03 1.005595378129789053e+00
3.120016769056581634e-03 1.005789642493503555e+00
3.180564253791326370e-03 1.005987123588213850e+00
3.242286731540224703e-03 1.006187877132677766e+00
3.305207004383167550e-03 1.006391892831944856e+00
3.369348316900392087e-03 1.006599220854727861e+00
3.434734364759759774e-03 1.006809673048297382e+00
3.501389303470571739e-03 1.007023437330960780e+00
3.569337757307371444e-03 1.007240491237242797e+00
3.638604828406817246e-03 1.007460641021546088e+00
3.709216106041178431e-03 1.007684087688990315e+00
3.781197676071744191e-03 1.007910952638937596e+00
3.854576130585698687e-03 1.008140685385012114e+00
3.929378577720014920e-03 1.008373741591924277e+00
4.005632651675990370e-03 1.008609621459992445e+00
4.083366522928125013e-03 1.008849219803088060e+00
4.162608908631099981e-03 1.009091913902957938e+00
4.243389083228771286e-03 1.009337966645339923e+00
4.325736889268941635e-03 1.009586723417643217e+00
4.409682748428130940e-03 1.009838771532493018e+00
4.495257672750163636e-03 1.010093964584505732e+00
4.582493276102989413e-03 1.010352118042972869e+00
4.671421785857696879e-03 1.010613514038731342e+00
4.762076054794297207e-03 1.010877856193346025e+00
4.854489573238468872e-03 1.011145369263308336e+00
4.948696481433867422e-03 1.011415398173625135e+00
5.044731582154523587e-03 1.011689616615863097e+00
5.142630353562002189e-03 1.011965990931704473e+00
5.242428962312069805e-03 1.012245377235011734e+00
5.344164276915689370e-03 1.012527990961298086e+00
5.447873881359374150e-03 1.012813369644940398e+00
5.553596088989727966e-03 1.013101608715787805e+00
5.661369956667598735e-03 1.013393034306935059e+00
5.771235299196730319e-03 1.013686970479190430e+00
5.883232704032600839e-03 1.013983853289796899e+00
