1.000000000000000048e-04 9.999999640562106107e-01
1.019406140805150109e-04 9.999999861880970453e-01
1.039188879911249439e-04 1.000000000858100702e+00
1.059355525637953327e-04 9.999999576113380861e-01
1.079913528131197194e-04 9.999999863872154338e-01
1.100870482115497612e-04 1.000000005741511711e+00
1.122234129699664369e-04 1.000000025483890553e+00
1.144012363236962261e-04 1.000000004063307024e+00
1.166213228240771290e-04 1.000000014438461537e+00
1.188844926356840320e-04 1.000000022741790007e+00
1.211915818393209307e-04 1.000000007300717364e+00
1.235434427408936629e-04 1.000000022324248672e+00
1.259409441862764493e-04 1.000000007147926695e+00
1.283849718822888629e-04 1.000000035455971048e+00
1.308764287239017965e-04 1.000000010757100988e+00
1.334162351277930203e-04 1.000000018214856956e+00
1.360053293723759952e-04 1.000000025909599799e+00
1.386446679444271136e-04 1.000000033644290909e+00
1.413352258924399543e-04 1.000000017691284881e+00
1.440779971868363289e-04 1.000000021579509069e+00
1.468739950871682384e-04 1.000000001333249955e+00
1.497242525164447439e-04 1.000000000620703711e+00
1.526298224427247283e-04 9.999999576286302538e-01
1.555917782681132935e-04 1.000000001142341333e+00
1.586112142253079740e-04 9.999999790829907642e-01
1.616892457818401281e-04 9.999999941286881189e-01
1.648270100521610478e-04 9.999999809631120451e-01
1.680256662177251705e-04 9.999999648202817504e-01
1.712863959552254889e-04 9.999999712067078050e-01
1.746104038731392609e-04 9.999999853428368501e-01
1.779989179567455411e-04 9.999999964891221893e-01
1.814531900217784897e-04 9.999999844261162618e-01
1.849744961768847839e-04 9.999999677152474620e-01
1.885641372950552948e-04 9.999999919222729572e-01
1.922234394942045851e-04 9.999999678365357747e-01
1.959537546270795599e-04 9.999999898957047106e-01
1.997564607806704990e-04 9.999999755672737134e-01
2.036329627853186242e-04 9.999999972783226720e-01
2.075846927337003959e-04 9.999999932537357861e-01
2.116131105098844006e-04 1.000000003214863709e+00
2.157197043286549821e-04 1.000000010235433834e+00
2.199059912853022184e-04 9.999999912200513430e-01
2.241735179160808818e-04 9.999999971510468155e-01
2.285238607695461968e-04 9.999999943107723555e-01
2.329586269889765131e-04 1.000000002599884752e+00
2.374794549060990309e-04 1.000000016811702697e+00
2.420880146463370711e-04 1.000000007069094199e+00
2.467860087458031049e-04 1.000000022160514312e+00
2.515751727802654396e-04 1.000000015302306755e+00
2.564572760063192278e-04 1.000000008151847419e+00
2.614341220150030861e-04 1.000000038722852036e+00
2.665075493980969775e-04 1.000000027097060151e+00
2.716794324273519409e-04 1.000000013685014899e+00
