0.1247457 0.0227891 64.0858186 0.9795787 1.9789664e-09 -16.2411157 -0.2041820 0.7556733 -0.5736085 0.1142859 -0.0249341 -0.1160141 0.0430195 
0.1317338 0.0226300 71.7002221 0.9484959 1.9761652e-09 -7.8903542 0.6151966 -0.2093704 0.4689108 -0.4093371 -0.0164196 -0.1994652 -0.0382192 
0.1411550 0.0233291 78.8301886 0.9223679 2.2448142e-09 -11.7598933 0.5393270 -0.0879149 -0.4541752 -0.0820376 -0.0706348 0.1170925 -0.0916704 
0.1414926 0.0227011 77.1624915 0.9006810 2.2489446e-09 -4.9578118 -0.0178314 -0.1517639 0.7445255 -0.1880789 0.0300380 -0.1143254 0.0098149 
0.1203333 0.0230679 71.1719809 1.0486179 2.1502263e-09 -13.8944561 -1.1073703 0.7829414 0.4604903 0.2264385 0.2225816 -0.0353298 -0.0245785 
0.1308544 0.0216035 69.5329697 0.9355147 2.3004471e-09 -0.1018853 -1.1102917 -0.6220987 -0.0673495 0.3216412 -0.1305800 0.0859077 -0.0830074 
0.1225257 0.0234908 60.7889459 1.0310292 1.9334670e-09 -3.6471372 -0.6622708 -1.0948238 0.3221060 0.4166068 -0.1459479 0.0075694 0.0024174 
0.1321622 0.0221962 66.4995724 1.0172412 2.2314720e-09 -7.4435570 0.3573861 -1.1424710 -0.0825225 -0.3185171 -0.0505368 -0.1413302 -0.0601815 
0.1536285 0.0234637 67.4776739 0.9381829 2.3098598e-09 -0.5446049 -0.9508117 -0.5668388 -0.7257615 -0.1363495 -0.1875979 0.1395733 0.0133905 
0.1382620 0.0218007 65.2815328 0.9230575 1.9731725e-09 -14.4696013 -0.3713523 0.6351381 -0.2999430 -0.1088070 -0.1917902 -0.1769244 0.0229800 
0.1213476 0.0223091 67.8271968 1.0077427 2.1931930e-09 -11.0845326 -0.0839793 0.3508915 -0.6924943 -0.2805921 -0.2145889 0.1968039 -0.0375291 
0.1310400 0.0227385 68.9860233 0.9619234 2.1770278e-09 -15.4278576 1.4406725 0.9762518 -0.6705350 0.1378624 -0.2356075 -0.0514467 0.0991951 
0.1415729 0.0229936 60.1692198 1.0265148 1.9618272e-09 -12.8615422 0.9560807 0.6195002 -0.2272388 0.3186462 0.0182417 0.1355546 -0.0076507 
0.1423235 0.0222358 78.9925772 0.9924932 1.8618808e-09 -19.8360244 -1.4587963 0.5795268 0.2111566 -0.2297111 0.0822937 -0.1547354 0.0152807 
0.1280175 0.0222580 75.7271651 0.9106654 1.9094665e-09 -9.5485389 -0.4669991 -0.2232023 -0.1015549 0.2130344 0.0063747 0.1134123 0.0383804 
0.1244095 0.0226892 74.8213598 1.0158493 2.2186898e-09 -0.6878228 -0.2861656 1.1831746 0.3107888 0.2226177 0.1927552 -0.1507899 0.0006221 
0.1260070 0.0222617 65.4818752 0.9438583 2.1007075e-09 -0.0435279 1.2432528 0.9061339 0.5959044 0.1321499 -0.0284415 -0.0630711 -0.0068839 
0.1396894 0.0234083 73.4923408 0.9842027 2.0519168e-09 -12.5469053 1.3163345 0.9618597 0.5462286 0.4777952 0.0729344 -0.0410106 -0.0799481 
0.1313482 0.0227122 73.5965285 0.9811516 2.0473784e-09 -1.4206687 -0.4873101 0.0815170 0.6108409 0.4520520 0.0379402 -0.1571076 -0.0056185 
0.1274645 0.0229709 73.1112133 0.9714188 2.2297581e-09 -15.3711085 -0.8415331 -0.9824551 -0.1589528 -0.3918865 0.1695135 0.1362894 0.0489653 
0.1476637 0.0231251 66.1171118 0.9498134 2.3320502e-09 -3.7428768 -0.3231406 0.1569243 -0.2683037 -0.3303975 -0.0842635 0.0441297 -0.0662319 
0.1283914 0.0225942 63.9924253 0.9157762 2.1194563e-09 -19.5531430 0.0266728 -0.5079127 -0.6018082 -0.1957376 0.0170481 -0.1793999 0.0957257 
0.1456925 0.0229283 73.3481258 1.0346842 2.0885258e-09 -10.3296329 -0.2642390 -0.1781035 -0.2579587 -0.0880867 -0.0272913 -0.1884124 -0.0800909 
0.1239107 0.0215301 71.4254240 1.0340952 2.2084595e-09 -13.1468129 1.1621141 -0.1940116 -0.6087012 -0.3863894 0.1646395 -0.0520311 -0.0182848 
0.1234652 0.0230544 75.6600762 1.0331679 2.1662746e-09 -2.6114762 -1.3492254 0.4302111 0.1353866 -0.0981339 0.1302247 -0.0554695 0.0413411 
0.1269582 0.0218595 69.3113741 1.0142220 2.0096755e-09 -9.6607358 -1.0019252 -1.1831223 -0.6254391 0.3308529 -0.0970569 -0.1936604 0.0354591 
0.1218258 0.0227246 76.8131448 1.0461638 2.3255079e-09 -16.3320222 -0.1911790 -0.4414353 0.3346596 0.4856527 0.1835749 -0.1812020 -0.0814378 
0.1533250 0.0234564 66.0580949 0.9947103 2.0426348e-09 -17.3151234 -0.3475765 -0.1811680 0.0887950 0.4085218 -0.0788788 0.0609826 -0.0224492 
0.1243083 0.0226792 79.7653278 1.0227267 1.8597487e-09 -19.1101779 -0.6491216 -1.0341956 0.6924121 0.1660488 0.1145588 0.0575382 0.0275807 
0.1359646 0.0215685 75.9218598 1.0052231 2.3290893e-09 -11.2681613 -1.0948315 0.5731177 -0.1521765 -0.2025338 -0.0647384 0.0777632 -0.0936626 
0.1505466 0.0234112 64.1077014 0.9133713 1.9813901e-09 -19.7057432 0.6494909 -0.6888208 -0.7132245 -0.1251955 0.2003616 0.0103177 -0.0031714 
0.1306780 0.0215294 68.2072014 0.9752676 2.2190888e-09 -8.6632717 1.2668307 0.7775808 0.1658407 0.0682243 -0.1800759 0.0127409 0.0884686 
0.1449134 0.0225102 77.0099893 1.0208631 2.2558995e-09 -13.7851919 1.0702319 0.0396487 0.1205106 0.3085610 0.1269052 0.1909073 -0.0150664 
0.1488190 0.0223486 66.6159459 0.9546184 2.0488074e-09 -5.1562911 1.2052391 -1.1367909 -0.2913912 0.2029331 0.1962770 0.1655668 0.0230928 
0.1409244 0.0231729 70.1935569 0.9113119 2.0392945e-09 -19.0519392 -0.5717171 0.6872203 0.1898057 -0.0255915 -0.2061881 -0.1303668 0.0500897 
