0.1279343 0.0227168 65.5643640 0.9784340 2.0106234e-09 -14.6808368 -0.1531365 0.5667550 -0.4302063 0.0857144 -0.0187006 -0.0870106 0.0322646 
0.1331754 0.0225975 71.2751666 0.9551219 2.0085224e-09 -8.4177657 0.4613974 -0.1570278 0.3516831 -0.3070029 -0.0123147 -0.1495989 -0.0286644 
0.1402413 0.0231218 76.6226414 0.9355259 2.2100092e-09 -11.3199200 0.4044952 -0.0659362 -0.3406314 -0.0615282 -0.0529761 0.0878193 -0.0687528 
0.1404945 0.0226508 75.3718686 0.9192607 2.2131070e-09 -6.2183588 -0.0133735 -0.1138230 0.5583941 -0.1410592 0.0225285 -0.0857440 0.0073611 
0.1246250 0.0229259 70.8789857 1.0302134 2.1390683e-09 -12.9208421 -0.8305277 0.5872061 0.3453677 0.1698288 0.1669362 -0.0264974 -0.0184339 
0.1325158 0.0218276 69.6497273 0.9453860 2.2517339e-09 -2.5764140 -0.8327187 -0.4665740 -0.0505121 0.2412309 -0.0979350 0.0644308 -0.0622556 
0.1262693 0.0232431 63.0917094 1.0170219 1.9764988e-09 -5.2353529 -0.4967031 -0.8211179 0.2415795 0.3124551 -0.1094610 0.0056771 0.0018131 
0.1334966 0.0222721 67.3746793 1.0066809 2.2000026e-09 -8.0826677 0.2680396 -0.8568533 -0.0618919 -0.2388878 -0.0379026 -0.1059977 -0.0451361 
0.1495964 0.0232227 68.1082554 0.9473872 2.2587934e-09 -2.9084537 -0.7131088 -0.4251291 -0.5443212 -0.1022622 -0.1406984 0.1046800 0.0100429 
0.1380715 0.0219755 66.4611496 0.9360431 2.0062779e-09 -13.3522010 -0.2785142 0.4763536 -0.2249572 -0.0816053 -0.1438427 -0.1326933 0.0172350 
0.1253857 0.0223568 68.3703976 0.9995571 2.1712933e-09 -10.8133994 -0.0629845 0.2631686 -0.5193707 -0.2104441 -0.1609417 0.1476029 -0.0281468 
0.1326550 0.0226789 69.2395175 0.9651926 2.1591694e-09 -14.0708932 1.0805044 0.7321888 -0.5029013 0.1033968 -0.1767056 -0.0385850 0.0743963 
0.1405547 0.0228702 62.6269149 1.0136361 1.9977689e-09 -12.1461566 0.7170606 0.4646251 -0.1704291 0.2389846 0.0136812 0.1016660 -0.0057380 
0.1411176 0.0223018 76.7444329 0.9881199 1.9228091e-09 -17.3770183 -1.0940972 0.4346451 0.1583675 -0.1722834 0.0617202 -0.1160515 0.0114605 
0.1303881 0.0223185 74.2953738 0.9267491 1.9584984e-09 -9.6614042 -0.3502493 -0.1674018 -0.0761662 0.1597758 0.0047810 0.0850592 0.0287853 
0.1276821 0.0226419 73.6160199 1.0056370 2.1904159e-09 -3.0158671 -0.2146242 0.8873810 0.2330916 0.1669633 0.1445664 -0.1130925 0.0004666 
0.1288803 0.0223213 66.6114064 0.9516438 2.1019291e-09 -2.5326459 0.9324396 0.6796004 0.4469283 0.0991124 -0.0213312 -0.0473033 -0.0051629 
0.1391421 0.0231812 72.6192556 0.9819020 2.0653362e-09 -11.9101790 0.9872508 0.7213948 0.4096714 0.3583464 0.0547008 -0.0307579 -0.0599611 
0.1328862 0.0226592 72.6973964 0.9796137 2.0619323e-09 -3.5655015 -0.3654826 0.0611378 0.4581307 0.3390390 0.0284551 -0.1178307 -0.0042139 
0.1299734 0.0228532 72.3334100 0.9723141 2.1987171e-09 -14.0283313 -0.6311498 -0.7368413 -0.1192146 -0.2939148 0.1271352 0.1022170 0.0367240 
