# # om_m, om_b, H, ns, As
0.1356 0.6445 0.2043 0.5305 0.2482 0.1879 0.4319 0.8149 0.1176 0.6143 0.4501 0.2100 0.7151
0.3353 0.5650 0.5850 0.3233 0.2427 0.6055 0.7051 0.4128 0.8126 0.0907 0.4672 0.0013 0.3089
0.6044 0.9145 0.9415 0.1491 0.7768 0.4120 0.6798 0.4634 0.1972 0.4180 0.3587 0.7927 0.0416
0.6141 0.6005 0.8581 0.0045 0.7850 0.7521 0.4941 0.4368 0.9964 0.3119 0.5601 0.2142 0.5491
0.0095 0.7839 0.5586 0.9908 0.5887 0.3053 0.1309 0.8262 0.8070 0.7264 0.9452 0.4117 0.3771
0.3101 0.0517 0.4766 0.2368 0.8874 0.9949 0.1299 0.2408 0.4551 0.8216 0.2388 0.7148 0.0850
0.0722 0.9954 0.0394 0.8735 0.1578 0.8176 0.2792 0.0438 0.7147 0.9166 0.2081 0.5189 0.5121
0.3475 0.3481 0.3250 0.7816 0.7503 0.6278 0.6191 0.0240 0.4450 0.1815 0.3989 0.1467 0.1991
0.9608 0.9818 0.3739 0.2546 0.9062 0.9728 0.1831 0.2638 0.0162 0.3637 0.1248 0.8489 0.5670
0.5218 0.1503 0.2641 0.1537 0.2367 0.2765 0.3762 0.7646 0.3000 0.3912 0.1164 0.0577 0.6149
0.0385 0.4046 0.3914 0.7183 0.6742 0.4458 0.4720 0.6462 0.0383 0.2194 0.0708 0.9920 0.3124
0.3154 0.6193 0.4493 0.4128 0.6420 0.2286 0.9802 0.9068 0.0530 0.6379 0.0288 0.3714 0.9960
0.6164 0.7468 0.0085 0.8434 0.2141 0.3569 0.8187 0.7581 0.3485 0.8186 0.5365 0.8389 0.4617
0.6378 0.3679 0.9496 0.6166 0.0154 0.0082 0.0137 0.7415 0.6408 0.2703 0.6646 0.1132 0.5764
0.2291 0.3790 0.7864 0.0711 0.1100 0.5226 0.3443 0.4070 0.4323 0.7130 0.5127 0.7835 0.6919
0.1260 0.5946 0.7411 0.7723 0.7249 0.9656 0.4046 0.9930 0.7072 0.7226 0.8855 0.1230 0.5031
0.1716 0.3808 0.2741 0.2924 0.4903 0.9978 0.9144 0.8776 0.8973 0.6321 0.4431 0.3423 0.4656
0.5626 0.9541 0.6746 0.5614 0.3933 0.3727 0.9388 0.9008 0.8642 0.9778 0.6459 0.3975 0.1003
0.3242 0.6061 0.6798 0.5410 0.3842 0.9290 0.3376 0.5340 0.9072 0.9521 0.5759 0.1072 0.4719
